codigo|nombre|total
C00928|Cliente 928|1160.00
C00929|Cliente 929|1161.25
C00930|Cliente 930|1162.50
C00931|Cliente 931|1163.75
C00932|Cliente 932|1165.00
C00933|Cliente 933|1166.25
C00934|Cliente 934|1167.50
C00935|Cliente 935|1168.75
C00936|Cliente 936|1170.00
C00937|Cliente 937|1171.25
C00938|Cliente 938|1172.50
C00939|Cliente 939|1173.75
C00940|Cliente 940|1175.00
C00941|Cliente 941|1176.25
C00942|Cliente 942|1177.50
C00943|Cliente 943|1178.75
C00944|Cliente 944|1180.00
C00945|Cliente 945|1181.25
C00946|Cliente 946|1182.50
C00947|Cliente 947|1183.75
C00948|Cliente 948|1185.00
C00949|Cliente 949|1186.25
C00950|Cliente 950|1187.50
C00951|Cliente 951|1188.75
C00952|Cliente 952|1190.00
C00953|Cliente 953|1191.25
C00954|Cliente 954|1192.50
C00955|Cliente 955|1193.75
C00956|Cliente 956|1195.00
C00957|Cliente 957|1196.25
C00958|Cliente 958|1197.50
C00959|Cliente 959|1198.75
C00960|Cliente 960|1200.00
C00961|Cliente 961|1201.25
C00962|Cliente 962|1202.50
C00963|Cliente 963|1203.75
C00964|Cliente 964|1205.00
C00965|Cliente 965|1206.25
C00966|Cliente 966|1207.50
C00967|Cliente 967|1208.75
C00968|Cliente 968|1210.00
C00969|Cliente 969|1211.25
C00970|Cliente 970|1212.50
C00971|Cliente 971|1213.75
C00972|Cliente 972|1215.00
C00973|Cliente 973|1216.25
C00974|Cliente 974|1217.50
C00975|Cliente 975|1218.75
C00976|Cliente 976|1220.00
C00977|Cliente 977|1221.25
C00978|Cliente 978|1222.50
C00979|Cliente 979|1223.75
C00980|Cliente 980|1225.00
C00981|Cliente 981|1226.25
C00982|Cliente 982|1227.50
C00983|Cliente 983|1228.75
C00984|Cliente 984|1230.00
C00985|Cliente 985|1231.25
C00986|Cliente 986|1232.50
C00987|Cliente 987|1233.75
C00988|Cliente 988|1235.00
C00989|Cliente 989|1236.25
C00990|Cliente 990|1237.50
C00991|Cliente 991|1238.75
C00992|Cliente 992|1240.00
C00993|Cliente 993|1241.25
C00994|Cliente 994|1242.50
C00995|Cliente 995|1243.75
C00996|Cliente 996|1245.00
C00997|Cliente 997|1246.25
C00998|Cliente 998|1247.50
C00999|Cliente 999|1248.75
C01000||1250.00
C01001|Cliente 1001|1251.25
C01002|Cliente 1002|1252.50
C01003|Cliente 1003|1253.75
C01004|Cliente 1004|1255.00
C01005|Cliente 1005|1256.25
C01006|Cliente 1006|1257.50
C01007|Cliente 1007|1258.75
C01008|Cliente 1008|1260.00
C01009|Cliente 1009|1261.25
C01010|Cliente 1010|1262.50
C01011|Cliente 1011|1263.75
C01012|Cliente 1012|1265.00
C01013|Cliente 1013|1266.25
C01014|Cliente 1014|1267.50
C01015|Cliente 1015|1268.75
C01016|Cliente 1016|1270.00
C01017|Cliente 1017|1271.25
C01018|Cliente 1018|1272.50
C01019|Cliente 1019|1273.75
C01020|Cliente 1020|1275.00
C01021|Cliente 1021|1276.25
C01022|Cliente 1022|1277.50
C01023|Cliente 1023|1278.75
C01024|Cliente 1024|1280.00
C01025|Cliente 1025|1281.25
C01026|Cliente 1026|1282.50
C01027|Cliente 1027|1283.75
C01028|Cliente 1028|1285.00
C01029|Cliente 1029|1286.25
C01030|Cliente 1030|1287.50
C01031|Cliente 1031|1288.75
C01032|Cliente 1032|1290.00
C01033|Cliente 1033|1291.25
C01034|Cliente 1034|1292.50
C01035|Cliente 1035|1293.75
C01036|Cliente 1036|1295.00
C01037|Cliente 1037|1296.25
C01038|Cliente 1038|1297.50
C01039|Cliente 1039|1298.75
C01040|Cliente 1040|1300.00
C01041|Cliente 1041|1301.25
C01042|Cliente 1042|1302.50
C01043|Cliente 1043|1303.75
C01044|Cliente 1044|1305.00
C01045|Cliente 1045|1306.25
C01046|Cliente 1046|1307.50
C01047|Cliente 1047|1308.75
C01048|Cliente 1048|1310.00
C01049|Cliente 1049|1311.25
C01050|Cliente 1050|1312.50
C01051|Cliente 1051|1313.75
C01052|Cliente 1052|1315.00
C01053|Cliente 1053|1316.25
C01054|Cliente 1054|1317.50
C01055|Cliente 1055|1318.75
C01056|Cliente 1056|1320.00
C01057|Cliente 1057|1321.25
C01058|Cliente 1058|1322.50
C01059|Cliente 1059|1323.75
C01060|Cliente 1060|1325.00
C01061|Cliente 1061|1326.25
C01062|Cliente 1062|1327.50
C01063|Cliente 1063|1328.75
C01064|Cliente 1064|1330.00
C01065|Cliente 1065|1331.25
C01066|Cliente 1066|1332.50
C01067|Cliente 1067|1333.75
C01068|Cliente 1068|1335.00
C01069|Cliente 1069|1336.25
C01070|Cliente 1070|1337.50
C01071|Cliente 1071|1338.75
C01072|Cliente 1072|1340.00
C01073|Cliente 1073|1341.25
C01074|Cliente 1074|1342.50
C01075|Cliente 1075|1343.75
C01076|Cliente 1076|1345.00
C01077|Cliente 1077|1346.25
C01078|Cliente 1078|1347.50
C01079|Cliente 1079|1348.75
C01080|Cliente 1080|1350.00
C01081|Cliente 1081|1351.25
C01082|Cliente 1082|1352.50
C01083|Cliente 1083|1353.75
C01084|Cliente 1084|1355.00
C01085|Cliente 1085|1356.25
C01086|Cliente 1086|1357.50
C01087|Cliente 1087|1358.75
C01088|Cliente 1088|1360.00
C01089|Cliente 1089|1361.25
C01090|Cliente 1090|1362.50
C01091|Cliente 1091|1363.75
C01092|Cliente 1092|1365.00
C01093|Cliente 1093|1366.25
C01094|Cliente 1094|1367.50
C01095|Cliente 1095|1368.75
C01096|Cliente 1096|1370.00
C01097|Cliente 1097|1371.25
C01098|Cliente 1098|1372.50
C01099|Cliente 1099|1373.75
C01100||1375.00
C01101|Cliente 1101|1376.25
C01102|Cliente 1102|1377.50
C01103|Cliente 1103|1378.75
C01104|Cliente 1104|1380.00
C01105|Cliente 1105|1381.25
C01106|Cliente 1106|1382.50
C01107|Cliente 1107|1383.75
C01108|Cliente 1108|1385.00
C01109|Cliente 1109|1386.25
C01110|Cliente 1110|1387.50
C01111|Cliente 1111|1388.75
C01112|Cliente 1112|1390.00
C01113|Cliente 1113|1391.25
C01114|Cliente 1114|1392.50
C01115|Cliente 1115|1393.75
C01116|Cliente 1116|1395.00
C01117|Cliente 1117|1396.25
C01118|Cliente 1118|1397.50
C01119|Cliente 1119|1398.75
C01120|Cliente 1120|1400.00
C01121|Cliente 1121|1401.25
C01122|Cliente 1122|1402.50
C01123|Cliente 1123|1403.75
C01124|Cliente 1124|1405.00
C01125|Cliente 1125|1406.25
C01126|Cliente 1126|1407.50
C01127|Cliente 1127|1408.75
C01128|Cliente 1128|1410.00
C01129|Cliente 1129|1411.25
C01130|Cliente 1130|1412.50
C01131|Cliente 1131|1413.75
C01132|Cliente 1132|1415.00
C01133|Cliente 1133|1416.25
C01134|Cliente 1134|1417.50
C01135|Cliente 1135|1418.75
C01136|Cliente 1136|1420.00
C01137|Cliente 1137|1421.25
C01138|Cliente 1138|1422.50
C01139|Cliente 1139|1423.75
C01140|Cliente 1140|1425.00
C01141|Cliente 1141|1426.25
C01142|Cliente 1142|1427.50
C01143|Cliente 1143|1428.75
C01144|Cliente 1144|1430.00
C01145|Cliente 1145|1431.25
C01146|Cliente 1146|1432.50
C01147|Cliente 1147|1433.75
C01148|Cliente 1148|1435.00
C01149|Cliente 1149|1436.25
C01150|Cliente 1150|1437.50
C01151|Cliente 1151|1438.75
C01152|Cliente 1152|1440.00
C01153|Cliente 1153|1441.25
C01154|Cliente 1154|1442.50
C01155|Cliente 1155|1443.75
C01156|Cliente 1156|1445.00
C01157|Cliente 1157|1446.25
C01158|Cliente 1158|1447.50
C01159|Cliente 1159|1448.75
C01160|Cliente 1160|1450.00
C01161|Cliente 1161|1451.25
C01162|Cliente 1162|1452.50
C01163|Cliente 1163|1453.75
C01164|Cliente 1164|1455.00
C01165|Cliente 1165|1456.25
C01166|Cliente 1166|1457.50
C01167|Cliente 1167|1458.75
C01168|Cliente 1168|1460.00
C01169|Cliente 1169|1461.25
C01170|Cliente 1170|1462.50
C01171|Cliente 1171|1463.75
C01172|Cliente 1172|1465.00
C01173|Cliente 1173|1466.25
C01174|Cliente 1174|1467.50
C01175|Cliente 1175|1468.75
C01176|Cliente 1176|1470.00
C01177|Cliente 1177|1471.25
C01178|Cliente 1178|1472.50
C01179|Cliente 1179|1473.75
C01180|Cliente 1180|1475.00
C01181|Cliente 1181|1476.25
C01182|Cliente 1182|1477.50
C01183|Cliente 1183|1478.75
C01184|Cliente 1184|1480.00
C01185|Cliente 1185|1481.25
C01186|Cliente 1186|1482.50
C01187|Cliente 1187|1483.75
C01188|Cliente 1188|1485.00
C01189|Cliente 1189|1486.25
C01190|Cliente 1190|1487.50
C01191|Cliente 1191|1488.75
C01192|Cliente 1192|1490.00
C01193|Cliente 1193|1491.25
C01194|Cliente 1194|1492.50
C01195|Cliente 1195|1493.75
C01196|Cliente 1196|1495.00
C01197|Cliente 1197|1496.25
C01198|Cliente 1198|1497.50
C01199|Cliente 1199|1498.75
C01200||1500.00
C01201|Cliente 1201|1501.25
C01202|Cliente 1202|1502.50
C01203|Cliente 1203|1503.75
C01204|Cliente 1204|1505.00
C01205|Cliente 1205|1506.25
C01206|Cliente 1206|1507.50
C01207|Cliente 1207|1508.75
C01208|Cliente 1208|1510.00
C01209|Cliente 1209|1511.25
C01210|Cliente 1210|1512.50
C01211|Cliente 1211|1513.75
C01212|Cliente 1212|1515.00
C01213|Cliente 1213|1516.25
C01214|Cliente 1214|1517.50
C01215|Cliente 1215|1518.75
C01216|Cliente 1216|1520.00
C01217|Cliente 1217|1521.25
C01218|Cliente 1218|1522.50
C01219|Cliente 1219|1523.75
C01220|Cliente 1220|1525.00
C01221|Cliente 1221|1526.25
C01222|Cliente 1222|1527.50
C01223|Cliente 1223|1528.75
C01224|Cliente 1224|1530.00
C01225|Cliente 1225|1531.25
C01226|Cliente 1226|1532.50
C01227|Cliente 1227|1533.75
C01228|Cliente 1228|1535.00
C01229|Cliente 1229|1536.25
C01230|Cliente 1230|1537.50
C01231|Cliente 1231|1538.75
C01232|Cliente 1232|1540.00
C01233|Cliente 1233|1541.25
C01234|Cliente 1234|1542.50
C01235|Cliente 1235|1543.75
C01236|Cliente 1236|1545.00
C01237|Cliente 1237|1546.25
C01238|Cliente 1238|1547.50
C01239|Cliente 1239|1548.75
C01240|Cliente 1240|1550.00
C01241|Cliente 1241|1551.25
C01242|Cliente 1242|1552.50
C01243|Cliente 1243|1553.75
C01244|Cliente 1244|1555.00
C01245|Cliente 1245|1556.25
C01246|Cliente 1246|1557.50
C01247|Cliente 1247|1558.75
C01248|Cliente 1248|1560.00
C01249|Cliente 1249|1561.25
C01250|Cliente 1250|1562.50
C01251|Cliente 1251|1563.75
C01252|Cliente 1252|1565.00
C01253|Cliente 1253|1566.25
C01254|Cliente 1254|1567.50
C01255|Cliente 1255|1568.75
C01256|Cliente 1256|1570.00
C01257|Cliente 1257|1571.25
C01258|Cliente 1258|1572.50
C01259|Cliente 1259|1573.75
C01260|Cliente 1260|1575.00
C01261|Cliente 1261|1576.25
C01262|Cliente 1262|1577.50
C01263|Cliente 1263|1578.75
C01264|Cliente 1264|1580.00
C01265|Cliente 1265|1581.25
C01266|Cliente 1266|1582.50
C01267|Cliente 1267|1583.75
C01268|Cliente 1268|1585.00
C01269|Cliente 1269|1586.25
C01270|Cliente 1270|1587.50
C01271|Cliente 1271|1588.75
C01272|Cliente 1272|1590.00
C01273|Cliente 1273|1591.25
C01274|Cliente 1274|1592.50
C01275|Cliente 1275|1593.75
C01276|Cliente 1276|1595.00
C01277|Cliente 1277|1596.25
C01278|Cliente 1278|1597.50
C01279|Cliente 1279|1598.75
C01280|Cliente 1280|1600.00
C01281|Cliente 1281|1601.25
C01282|Cliente 1282|1602.50
C01283|Cliente 1283|1603.75
C01284|Cliente 1284|1605.00
C01285|Cliente 1285|1606.25
C01286|Cliente 1286|1607.50
C01287|Cliente 1287|1608.75
C01288|Cliente 1288|1610.00
C01289|Cliente 1289|1611.25
C01290|Cliente 1290|1612.50
C01291|Cliente 1291|1613.75
C01292|Cliente 1292|1615.00
C01293|Cliente 1293|1616.25
C01294|Cliente 1294|1617.50
C01295|Cliente 1295|1618.75
C01296|Cliente 1296|1620.00
C01297|Cliente 1297|1621.25
C01298|Cliente 1298|1622.50
C01299|Cliente 1299|1623.75
C01300||1625.00
C01301|Cliente 1301|1626.25
C01302|Cliente 1302|1627.50
C01303|Cliente 1303|1628.75
C01304|Cliente 1304|1630.00
C01305|Cliente 1305|1631.25
C01306|Cliente 1306|1632.50
C01307|Cliente 1307|1633.75
C01308|Cliente 1308|1635.00
C01309|Cliente 1309|1636.25
C01310|Cliente 1310|1637.50
C01311|Cliente 1311|1638.75
C01312|Cliente 1312|1640.00
C01313|Cliente 1313|1641.25
C01314|Cliente 1314|1642.50
C01315|Cliente 1315|1643.75
C01316|Cliente 1316|1645.00
C01317|Cliente 1317|1646.25
C01318|Cliente 1318|1647.50
C01319|Cliente 1319|1648.75
C01320|Cliente 1320|1650.00
C01321|Cliente 1321|1651.25
C01322|Cliente 1322|1652.50
C01323|Cliente 1323|1653.75
C01324|Cliente 1324|1655.00
C01325|Cliente 1325|1656.25
C01326|Cliente 1326|1657.50
C01327|Cliente 1327|1658.75
C01328|Cliente 1328|1660.00
C01329|Cliente 1329|1661.25
C01330|Cliente 1330|1662.50
C01331|Cliente 1331|1663.75
C01332|Cliente 1332|1665.00
C01333|Cliente 1333|1666.25
C01334|Cliente 1334|1667.50
C01335|Cliente 1335|1668.75
C01336|Cliente 1336|1670.00
C01337|Cliente 1337|1671.25
C01338|Cliente 1338|1672.50
C01339|Cliente 1339|1673.75
C01340|Cliente 1340|1675.00
C01341|Cliente 1341|1676.25
C01342|Cliente 1342|1677.50
C01343|Cliente 1343|1678.75
C01344|Cliente 1344|1680.00
C01345|Cliente 1345|1681.25
C01346|Cliente 1346|1682.50
C01347|Cliente 1347|1683.75
C01348|Cliente 1348|1685.00
C01349|Cliente 1349|1686.25
C01350|Cliente 1350|1687.50
C01351|Cliente 1351|1688.75
C01352|Cliente 1352|1690.00
C01353|Cliente 1353|1691.25
C01354|Cliente 1354|1692.50
C01355|Cliente 1355|1693.75
C01356|Cliente 1356|1695.00
C01357|Cliente 1357|1696.25
C01358|Cliente 1358|1697.50
C01359|Cliente 1359|1698.75
C01360|Cliente 1360|1700.00
C01361|Cliente 1361|1701.25
C01362|Cliente 1362|1702.50
C01363|Cliente 1363|1703.75
C01364|Cliente 1364|1705.00
C01365|Cliente 1365|1706.25
C01366|Cliente 1366|1707.50
C01367|Cliente 1367|1708.75
C01368|Cliente 1368|1710.00
C01369|Cliente 1369|1711.25
C01370|Cliente 1370|1712.50
C01371|Cliente 1371|1713.75
C01372|Cliente 1372|1715.00
C01373|Cliente 1373|1716.25
C01374|Cliente 1374|1717.50
C01375|Cliente 1375|1718.75
C01376|Cliente 1376|1720.00
C01377|Cliente 1377|1721.25
C01378|Cliente 1378|1722.50
C01379|Cliente 1379|1723.75
C01380|Cliente 1380|1725.00
C01381|Cliente 1381|1726.25
C01382|Cliente 1382|1727.50
C01383|Cliente 1383|1728.75
C01384|Cliente 1384|1730.00
C01385|Cliente 1385|1731.25
C01386|Cliente 1386|1732.50
C01387|Cliente 1387|1733.75
C01388|Cliente 1388|1735.00
C01389|Cliente 1389|1736.25
C01390|Cliente 1390|1737.50
C01391|Cliente 1391|1738.75
C01392|Cliente 1392|1740.00
C01393|Cliente 1393|1741.25
C01394|Cliente 1394|1742.50
C01395|Cliente 1395|1743.75
C01396|Cliente 1396|1745.00
C01397|Cliente 1397|1746.25
C01398|Cliente 1398|1747.50
C01399|Cliente 1399|1748.75
C01400||1750.00
C01401|Cliente 1401|1751.25
C01402|Cliente 1402|1752.50
C01403|Cliente 1403|1753.75
C01404|Cliente 1404|1755.00
C01405|Cliente 1405|1756.25
C01406|Cliente 1406|1757.50
C01407|Cliente 1407|1758.75
C01408|Cliente 1408|1760.00
C01409|Cliente 1409|1761.25
C01410|Cliente 1410|1762.50
C01411|Cliente 1411|1763.75
C01412|Cliente 1412|1765.00
C01413|Cliente 1413|1766.25
C01414|Cliente 1414|1767.50
C01415|Cliente 1415|1768.75
C01416|Cliente 1416|1770.00
C01417|Cliente 1417|1771.25
C01418|Cliente 1418|1772.50
C01419|Cliente 1419|1773.75
C01420|Cliente 1420|1775.00
C01421|Cliente 1421|1776.25
C01422|Cliente 1422|1777.50
C01423|Cliente 1423|1778.75
C01424|Cliente 1424|1780.00
C01425|Cliente 1425|1781.25
C01426|Cliente 1426|1782.50
C01427|Cliente 1427|1783.75
C01428|Cliente 1428|1785.00
C01429|Cliente 1429|1786.25
C01430|Cliente 1430|1787.50
C01431|Cliente 1431|1788.75
C01432|Cliente 1432|1790.00
C01433|Cliente 1433|1791.25
C01434|Cliente 1434|1792.50
C01435|Cliente 1435|1793.75
C01436|Cliente 1436|1795.00
C01437|Cliente 1437|1796.25
C01438|Cliente 1438|1797.50
C01439|Cliente 1439|1798.75
C01440|Cliente 1440|1800.00
C01441|Cliente 1441|1801.25
C01442|Cliente 1442|1802.50
C01443|Cliente 1443|1803.75
C01444|Cliente 1444|1805.00
C01445|Cliente 1445|1806.25
C01446|Cliente 1446|1807.50
C01447|Cliente 1447|1808.75
C01448|Cliente 1448|1810.00
C01449|Cliente 1449|1811.25
C01450|Cliente 1450|1812.50
C01451|Cliente 1451|1813.75
C01452|Cliente 1452|1815.00
C01453|Cliente 1453|1816.25
C01454|Cliente 1454|1817.50
C01455|Cliente 1455|1818.75
C01456|Cliente 1456|1820.00
C01457|Cliente 1457|1821.25
C01458|Cliente 1458|1822.50
C01459|Cliente 1459|1823.75
C01460|Cliente 1460|1825.00
C01461|Cliente 1461|1826.25
C01462|Cliente 1462|1827.50
C01463|Cliente 1463|1828.75
C01464|Cliente 1464|1830.00
C01465|Cliente 1465|1831.25
C01466|Cliente 1466|1832.50
C01467|Cliente 1467|1833.75
C01468|Cliente 1468|1835.00
C01469|Cliente 1469|1836.25
C01470|Cliente 1470|1837.50
C01471|Cliente 1471|1838.75
C01472|Cliente 1472|1840.00
C01473|Cliente 1473|1841.25
C01474|Cliente 1474|1842.50
C01475|Cliente 1475|1843.75
C01476|Cliente 1476|1845.00
C01477|Cliente 1477|1846.25
C01478|Cliente 1478|1847.50
C01479|Cliente 1479|1848.75
C01480|Cliente 1480|1850.00
C01481|Cliente 1481|1851.25
C01482|Cliente 1482|1852.50
C01483|Cliente 1483|1853.75
C01484|Cliente 1484|1855.00
C01485|Cliente 1485|1856.25
C01486|Cliente 1486|1857.50
C01487|Cliente 1487|1858.75
C01488|Cliente 1488|1860.00
C01489|Cliente 1489|1861.25
C01490|Cliente 1490|1862.50
C01491|Cliente 1491|1863.75
C01492|Cliente 1492|1865.00
C01493|Cliente 1493|1866.25
C01494|Cliente 1494|1867.50
C01495|Cliente 1495|1868.75
C01496|Cliente 1496|1870.00
C01497|Cliente 1497|1871.25
C01498|Cliente 1498|1872.50
C01499|Cliente 1499|1873.75
C01500||1875.00
C01501|Cliente 1501|1876.25
C01502|Cliente 1502|1877.50
C01503|Cliente 1503|1878.75
C01504|Cliente 1504|1880.00
C01505|Cliente 1505|1881.25
C01506|Cliente 1506|1882.50
C01507|Cliente 1507|1883.75
C01508|Cliente 1508|1885.00
C01509|Cliente 1509|1886.25
C01510|Cliente 1510|1887.50
C01511|Cliente 1511|1888.75
C01512|Cliente 1512|1890.00
C01513|Cliente 1513|1891.25
C01514|Cliente 1514|1892.50
C01515|Cliente 1515|1893.75
C01516|Cliente 1516|1895.00
C01517|Cliente 1517|1896.25
C01518|Cliente 1518|1897.50
C01519|Cliente 1519|1898.75
C01520|Cliente 1520|1900.00
C01521|Cliente 1521|1901.25
C01522|Cliente 1522|1902.50
C01523|Cliente 1523|1903.75
C01524|Cliente 1524|1905.00
C01525|Cliente 1525|1906.25
C01526|Cliente 1526|1907.50
C01527|Cliente 1527|1908.75
C01528|Cliente 1528|1910.00
C01529|Cliente 1529|1911.25
C01530|Cliente 1530|1912.50
C01531|Cliente 1531|1913.75
C01532|Cliente 1532|1915.00
C01533|Cliente 1533|1916.25
C01534|Cliente 1534|1917.50
C01535|Cliente 1535|1918.75
C01536|Cliente 1536|1920.00
C01537|Cliente 1537|1921.25
C01538|Cliente 1538|1922.50
C01539|Cliente 1539|1923.75
C01540|Cliente 1540|1925.00
C01541|Cliente 1541|1926.25
C01542|Cliente 1542|1927.50
C01543|Cliente 1543|1928.75
C01544|Cliente 1544|1930.00
C01545|Cliente 1545|1931.25
C01546|Cliente 1546|1932.50
C01547|Cliente 1547|1933.75
C01548|Cliente 1548|1935.00
C01549|Cliente 1549|1936.25
C01550|Cliente 1550|1937.50
C01551|Cliente 1551|1938.75
C01552|Cliente 1552|1940.00
C01553|Cliente 1553|1941.25
C01554|Cliente 1554|1942.50
C01555|Cliente 1555|1943.75
C01556|Cliente 1556|1945.00
C01557|Cliente 1557|1946.25
C01558|Cliente 1558|1947.50
C01559|Cliente 1559|1948.75
C01560|Cliente 1560|1950.00
C01561|Cliente 1561|1951.25
C01562|Cliente 1562|1952.50
C01563|Cliente 1563|1953.75
C01564|Cliente 1564|1955.00
C01565|Cliente 1565|1956.25
C01566|Cliente 1566|1957.50
C01567|Cliente 1567|1958.75
C01568|Cliente 1568|1960.00
C01569|Cliente 1569|1961.25
C01570|Cliente 1570|1962.50
C01571|Cliente 1571|1963.75
C01572|Cliente 1572|1965.00
C01573|Cliente 1573|1966.25
C01574|Cliente 1574|1967.50
C01575|Cliente 1575|1968.75
C01576|Cliente 1576|1970.00
C01577|Cliente 1577|1971.25
C01578|Cliente 1578|1972.50
C01579|Cliente 1579|1973.75
C01580|Cliente 1580|1975.00
C01581|Cliente 1581|1976.25
C01582|Cliente 1582|1977.50
C01583|Cliente 1583|1978.75
C01584|Cliente 1584|1980.00
C01585|Cliente 1585|1981.25
C01586|Cliente 1586|1982.50
C01587|Cliente 1587|1983.75
C01588|Cliente 1588|1985.00
C01589|Cliente 1589|1986.25
C01590|Cliente 1590|1987.50
C01591|Cliente 1591|1988.75
C01592|Cliente 1592|1990.00
C01593|Cliente 1593|1991.25
C01594|Cliente 1594|1992.50
C01595|Cliente 1595|1993.75
C01596|Cliente 1596|1995.00
C01597|Cliente 1597|1996.25
C01598|Cliente 1598|1997.50
C01599|Cliente 1599|1998.75
C01600||2000.00
C01601|Cliente 1601|2001.25
C01602|Cliente 1602|2002.50
C01603|Cliente 1603|2003.75
C01604|Cliente 1604|2005.00
C01605|Cliente 1605|2006.25
C01606|Cliente 1606|2007.50
C01607|Cliente 1607|2008.75
C01608|Cliente 1608|2010.00
C01609|Cliente 1609|2011.25
C01610|Cliente 1610|2012.50
C01611|Cliente 1611|2013.75
C01612|Cliente 1612|2015.00
C01613|Cliente 1613|2016.25
C01614|Cliente 1614|2017.50
C01615|Cliente 1615|2018.75
C01616|Cliente 1616|2020.00
C01617|Cliente 1617|2021.25
C01618|Cliente 1618|2022.50
C01619|Cliente 1619|2023.75
C01620|Cliente 1620|2025.00
C01621|Cliente 1621|2026.25
C01622|Cliente 1622|2027.50
C01623|Cliente 1623|2028.75
C01624|Cliente 1624|2030.00
C01625|Cliente 1625|2031.25
C01626|Cliente 1626|2032.50
C01627|Cliente 1627|2033.75
C01628|Cliente 1628|2035.00
C01629|Cliente 1629|2036.25
C01630|Cliente 1630|2037.50
C01631|Cliente 1631|2038.75
C01632|Cliente 1632|2040.00
C01633|Cliente 1633|2041.25
C01634|Cliente 1634|2042.50
C01635|Cliente 1635|2043.75
C01636|Cliente 1636|2045.00
C01637|Cliente 1637|2046.25
C01638|Cliente 1638|2047.50
C01639|Cliente 1639|2048.75
C01640|Cliente 1640|2050.00
C01641|Cliente 1641|2051.25
C01642|Cliente 1642|2052.50
C01643|Cliente 1643|2053.75
C01644|Cliente 1644|2055.00
C01645|Cliente 1645|2056.25
C01646|Cliente 1646|2057.50
C01647|Cliente 1647|2058.75
C01648|Cliente 1648|2060.00
C01649|Cliente 1649|2061.25
C01650|Cliente 1650|2062.50
C01651|Cliente 1651|2063.75
C01652|Cliente 1652|2065.00
C01653|Cliente 1653|2066.25
C01654|Cliente 1654|2067.50
C01655|Cliente 1655|2068.75
C01656|Cliente 1656|2070.00
C01657|Cliente 1657|2071.25
C01658|Cliente 1658|2072.50
C01659|Cliente 1659|2073.75
C01660|Cliente 1660|2075.00
C01661|Cliente 1661|2076.25
C01662|Cliente 1662|2077.50
C01663|Cliente 1663|2078.75
C01664|Cliente 1664|2080.00
C01665|Cliente 1665|2081.25
C01666|Cliente 1666|2082.50
C01667|Cliente 1667|2083.75
C01668|Cliente 1668|2085.00
C01669|Cliente 1669|2086.25
C01670|Cliente 1670|2087.50
C01671|Cliente 1671|2088.75
C01672|Cliente 1672|2090.00
C01673|Cliente 1673|2091.25
C01674|Cliente 1674|2092.50
C01675|Cliente 1675|2093.75
C01676|Cliente 1676|2095.00
C01677|Cliente 1677|2096.25
C01678|Cliente 1678|2097.50
C01679|Cliente 1679|2098.75
C01680|Cliente 1680|2100.00
C01681|Cliente 1681|2101.25
C01682|Cliente 1682|2102.50
C01683|Cliente 1683|2103.75
C01684|Cliente 1684|2105.00
C01685|Cliente 1685|2106.25
